source,psyid,pmid,doi,title,abstract,year,month,day,journal,authors
psycInfo,2008-18788-003,NA,10.1515/IJDHD.2006.5.3.211,Evaluation of virtual reality therapy in augmenting the physical and cognitive rehabilitation of war veterans.,"War veterans with neuromuscularskeletal injury often require significant treatment and rehabilitation, straining health care resources. In a study funded by the Office of Naval Research and the Defense Advanced Research Projects Agency, the Virtual Reality Medical Center is applying virtual reality (VR) therapy to injured military personnel at the Naval Medical Center San Diego. The goal of this study is to investigate whether augmenting traditional rehabilitation with VR (in this case, off-the-shelf interactive video games) will enable a more rapid and complete rehabilitation. Because VR is interactive and encourages patients to use the entire body to reach goals in the game, VR may make the rehabilitation sessions more comfortable and entertaining. The participants consist of 20 veterans with upper arm and shoulder injuries (rotator cuff tear, shoulder impingement, bursitis). The participants were divided into two groups (n = 10): an experimental group, which would receive traditional rehabilitation augmented by virtual reality therapy, and a control group, which would undergo traditional rehabilitation. The participants will complete ten treatment sessions in their respective condition. Although the study has not yet been completed, preliminary results based on subjective questionnaires and functional capacity indicate that the experimental condition can elicit increased heart rate and respiration. The participants in this group also seem to enjoy the music and interaction made possible through VR. The results suggest that VR can enhance the rehabilitation process, creating a more effective form of treatment. The long-term benefits of this form of treatment may include improved treatment time and reduced drop-out rates, therefore reducing the costs of rehabilitation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2006,7,NA,International Journal on Disability and Human Development,"Wiederhold, Brenda K.; Wiederhold, Mark D."
psycInfo,2007-16549-009,NA,10.1007/s11031-006-9051-8,The motivational pull of video games: A self-determination theory approach.,"Four studies apply self-determination theory (SDT; Ryan & Deci, 2000) in investigating motivation for computer game play, and the effects of game play on wellbeing. Studies 1-3 examine individuals playing 1, 2 and 4 games, respectively and show that perceived in-game autonomy and competence are associated with game enjoyment, preferences, and changes in well-being pre- to post-play. Competence and autonomy perceptions are also related to the intuitive nature of game controls, and the sense of presence or immersion in participants' game play experiences. Study 4 surveys an on-line community with experience in multiplayer games. Results show that SDT's theorized needs for autonomy, competence, and relatedness independently predict enjoyment and future game play. The SDT model is also compared with Yee's (2005) motivation taxonomy of game play motivations. Results are discussed in terms of the relatively unexplored landscape of human motivation within virtual worlds. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2006,12,NA,Motivation and Emotion,"Ryan, Richard M.; Rigby, C. Scott; Przybylski, Andrew"
psycInfo,2009-21647-001,NA,10.2202/1932-0191.1014,The effect of a short-term PETTLEP imagery intervention on a cognitive task.,"Based on neuroscience research, the PETTLEP model was developed by Holmes and Collins (2001). The model provides imagery guidelines which identify seven key factors (physical, environment, task, timing, learning, emotion, perspective) that should be included when developing interventions to maximise functional equivalence. This study explored the effect of a short-term PETTLEP imagery intervention, compared to ‘traditional’ imagery, on a computer game: Need for Speed Underground 2 (EA games). Eighty participants were randomly assigned to one of four groups: PETTLEP imagery group, ‘traditional’ imagery group, physical practice group and control group. After three practice attempts, pre-tests consisted of five attempts at the game. The game involved completing timed laps by manoeuvring a vehicle around a track using the computer’s arrow keys. The PETTLEP group completed individualised response training, and then performed imagery sitting in front of the computer screen and repeatedly imaging themselves completing the task. The ‘traditional’ imagery group was sat in a separate room, given individualised stimulus training and instructed to relax and close their eyes during imagery. The physical practice group performed the actual task. Each intervention lasted for forty-five minutes, immediately followed by the post-test, which again consisted of five attempts at the game. A group x test ANOVA showed that the PETTLEP imagery group and physical practice group both improved significantly from pre-test to post-test (p<0.05). However, there was no significant difference in the magnitude of their improvements. The traditional imagery and control groups showed no increase in performance from pre-test to post-test (p>0.05). The results strongly support the use of PETTLEP in enhancing performance on a cognitive task. Contrary to previous studies, PETTLEP was as effective as physical practice. This finding could have important implications for athletes returning from injury, suffering from over-training and for use in pre-performance routines. Therefore, sports psychologists should maximise the functional equivalence of their imagery interventions to have the greatest positive effect on performance on such cognitive tasks, at least in the short term. Future research needs to focus on applying short-term PETTLEP interventions to different tasks, varying in cognitive complexity. Assessing the effectiveness of PETTLEP imagery used in various combinations with physical practice would also be a useful addition to the literature. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2007,NA,NA,Journal of Imagery Research in Sport and Physical Activity,"Wright, Caroline J.; Smith, Dave K."
psycInfo,2006-10510-003,NA,10.1177/1046878106289089,"Intelligent agents, simulation, and gaming.","Artificial intelligence and intelligent agents are sources of synergy for simulation and computer-based games. They support striking realism of the physical environment and provide unique opportunities for learning and complex operations. This article's purpose is to explore the relationship of software agents to simulation and games. This includes agents with advanced cognitive abilities (introspection, perception, anticipation, and understanding) as well as those representing personality, emotion, and cultural aspects of individuals and societies including issues. A recent special issue of Simulation: Transactions of the Society for Modeling and Simulation International on agent-directed simulation (ADS) is introduced. As a prelude to its presentation, the promising synergy of artificial intelligence, simulation, and gaming is elaborated on. A unifying paradigm for the synergy of agents and simulation and gaming--namely, ADS--is presented. It includes agent simulation, agent-supported simulation, and agent-based simulation. Also, two different usages of the term agent-based simulation are clarified. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2006,9,NA,Simulation & Gaming,"Yilmaz, Levent; Ören, Tuncer; Aghaee, Nasser-Ghasem"
psycInfo,2014-12703-005,NA,10.1177/155534340700100105,USARSim: Simulation for the study of human-robot interaction.,"The PackBots being used by the U.S. military in Afghanistan and the urban search and rescue (USAR) robots that worked the World Trade Center site are just two recent examples of mobile robots moving from the laboratory to the field. What is significant about these new applications is that they invariably involve some form of human-robot interaction (HRI) rather than the full robot autonomy that has motivated most prior research. Conducting HRI research can be extremely difficult because experimentation with physical robots is expensive and time consuming. Few roboticists have experience or interest in conducting human experimentation, and researchers in human factors or human-computer interaction often lack experience in programming robots or access to robotic platforms. In this paper, we describe a high-fidelity, open-source simulation intended for HRI researchers of varying backgrounds and provide reference tasks and environments to facilitate collaboration in order to share the results. The architecture and capabilities of the game engine–based USARSim simulation are described. Its use for HRI research is illustrated through case studies describing experiments in camera control for remote viewing and integrated display of attitude information. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2007,NA,NA,Journal of Cognitive Engineering and Decision Making,"Lewis, Michael; Wang, Jijun; Hughes, Stephen"
psycInfo,2001-16252-004,NA,10.1016/S0953-5438(00)00037-0,The effects of sound and colour on responses to a computer game.,"Investigated the effects of background color and sound level on perceptions of computer games excitement and arousal levels. 96 individuals, primarily undergraduate students, completed questionnaires following playing a computer game with either a red or blue background color and loud or quiet musical sounds. Other collected data included game performance scores, errors, and heart rate. Results show that Ss using a blue screen improved gradually over the session, while players using a red screen peaked midway, then deteriorated. A similar pattern for heart rate was found, suggesting that arousal was implicated in the effect. Ss using a blue screen made more errors than those using a red screen. Sound alone had little impact, but the red–loud combination was associated with perceptions of excitement and playing well. Results suggest that background stimuli within a computer game affect cognitive and physiological responses, performance, and perceptions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2e3,12,NA,Interacting with Computers,"Wolfson, S.; Case, G."
psycInfo,2008-00705-009,NA,10.1075/is.8.3.11tur,Authenticity in the age of digital companions.,"The first generation of children to grow up with electronic toys and games saw computers as their 'nearest neighbors.' They spoke of computers as rational machines and of people as emotional machines, a fragile formulation destined to be challenged. By the mid-1990s, computational creatures, including robots, were presenting themselves as 'relational artifacts,' beings with feelings and needs. One consequence of this development is a crisis in authenticity in many quarters. In an increasing number of situations, people behave as though they no longer privilege authentic emotion. This paper examines watershed moments in the history of human-machine interaction, focusing on the implications of relational artifacts for our collective perception of aliveness and for human-to-human relationships. For now, the exploration of human-robot encounters leads us to questions about the human purposes of believable digital companions that are evocative but not authentic. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2007,NA,NA,Interaction Studies: Social Behaviour and Communication in Biological and Artificial Systems,"Turkle, Sherry"
psycInfo,2006-21014-003,NA,NA,"Patterns of physical activity, sedentary behaviors, and psychological determinants of physical activity among Singaporean school children.","The purpose of the research was to examine the prevalence and interrelationships between sedentary and physical activity behaviors, and psychological determinants of physical activity among Singaporean school children. A sample of 1,935 children aged 10 to 14 years, took part in the study. In Study 1 (N = 780), physical activity and sedentary behaviors were assessed using a seven-day physical activity recall method. Three distinct clusters were found for each sex using cluster analysis. Thirty six percent of the boys spent much of their sedentary time in technology-based entertainment (e.g., computer/internet), and 38% of them reported substantial amount of time spent studying and doing homework. The rest of the boys spent their time being physically active but they were also substantially engaged in playing video games. Among the girls, time spent socializing with friends, studying, and engaging in physical activity amounted to 57.3%. Fifteen percent of the girls reported spending much of their time studying and doing homework. A group of girls (27.8%) reported little study time, little socialization, and low engagement in physical activity compared to their peers. In Study 2 (N = 1,155), three clusters were found using sport ability beliefs, perceived autonomy, and perceived competence as clustering variables. The amount of physical activity that the children took part in was influenced by their perceptions of competence, sport ability, and autonomy. The findings of the research showed that physical activity and sedentary behaviors were not inversely related. In addition, the studies confirmed that certain psychological determinants were important for examining the physical activity behaviors of Singaporean school children. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2006,9,NA,International Journal of Sport and Exercise Psychology,"Wang, C. K. John; Chia, Y. H. Michael; Quek, J. J.; Liu, W. C."
psycInfo,2002-12765-001,NA,10.1016/S0953-5438(01)00059-5,Frustrating the user on purpose: A step toward building an affective computer.,"Using a deliberately slow computer game interface to induce a state of hypothesized frustration in users, the present study collected physiological, video and behavioral data, and developed a strategy for coupling these data with real-world events. The effectiveness of the strategy was tested in a study with 36 graduate and undergraduate students, where the system was shown to reliably synchronize and gather data for affect analysis. A pattern-recognition strategy known as Hidden Markov Models was applied to each subject's physiological signals of skin conductivity and blood volume pressure in an effort to see if regimes of likely frustration could be automatically discriminated from regimes when frustration was much less likely. This pattern-recognition approach performed significantly better than random guessing at classifying the 2 regimes. Mouse-clicking behavior was also synchronized to frustration-eliciting events and analyzed, revealing 4 distinct patterns of clicking responses. Recommendations and guidelines for using physiology as a dependent measure for human computer interface (HCI) experiments are provided, especially when considering human emotions in the HCI equation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2002,2,NA,Interacting with Computers,"Scheirer, Jocelyn; Fernandez, Raul; Klein, Jonathan; Picard, Rosalind W."
psycInfo,2006-12785-001,NA,10.2117/psysoc.2005.63,Editorial for the Special Issue.,"In this special issue, we focus on psychophysiological examinations of the interaction between the human and the machine. This special issue consists of two parts, although the boundary between the two parts is fluid. Some of the authors studied cardiac control during auditory or visual monitoring with visual-manual tracking. The goal of their study was to investigate the relationship between attention resource allocation and the activities of the sympathetic nervous system. Some of the other authors assess cognitive effects as reflected in brain activity. Some papers in this issue are related to ergonomics in the workplace. In this issue, computer simulation games and game-like tasks were assigned to the subjects in some papers. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2005,6,NA,Psychologia: An International Journal of Psychology in the Orient,"Yagi, Akihiro"
psycInfo,2002-18355-006,12236325,10.1017/S0048577202394083,Influence of control and physical effort on cardiovascular reactivity to a video game task.,"Investigated the influences of both perceived control and physical effort on cardiovascular reactivity. 32 undergraduates (21 women) played a video game task interrupted by aversive noise. Perceived control of the noise was manipulated by instructions indicating the presence or absence of a contingency between performance and noise presentations. Physical effort was manipulated by controlling the physical force required to perform the task. There was a significant main effect of control on systolic blood pressure (SBP) and total peripheral resistance (TPR), with both increasing more during low than high control conditions. The results suggest that high perceived control over aversive noise in an effortful task reduces SBP and TPR reactivity relative to low perceived control. The results are consistent with the idea that control buffers the reactivity associated with task performance under aversive conditions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2002,9,NA,Psychophysiology,"Weinstein, Suzanne E.; Quigley, Karen S.; Mordkoff, J. Toby"
psycInfo,2006-00612-005,16182487,10.1016/j.braindev.2005.03.016,Disorganized rhythm and synchrony: Early signs of autism and Rett syndrome.,"We interpret early age-related developments in intentions and socially responsive behaviour with data from home videos of infants who later develop autism or Rett syndrome. Detailed evidence is given from a micro-analytic study of videos of monozygotic twin girls at 11 months, one of whom became autistic in the second year. Changes in this twin's attention, motor tonus, initiative and emotion reduce her prospective control of movements and her anticipations in awareness compared to her sister. These changes were reflected in the child's asynchronous social behaviour, which frustrated the father's attempts to support her attempts to walk, share toys, or play a game, confusing his anticipations, and this further reduced mutual attention and joint activity. Observations of the development of girls with Rett syndrome in the first year reveal changes in motor coordination, attention and communicative initiative, indicative of a failure of intrinsic core brain regulations of neural development and conscious activity. Notwithstanding that the two conditions show clear differences in both brain growth and early development of skills and sociability, the first signs of autism and Rett syndrome have important similarities. We conclude with recommendations for an approach to early diagnosis and treatment, applicable for the whole range of developmental brain disorders, including Rett syndrome and autism, that attempts to identify residual capacities for sympathetic motivation and collaborative learning--an approach that deliberately tries to support weakened rhythmic impulses for motor, perceptual and communicative functions in the growing infant brain. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2005,11,NA,Brain & Development,"Trevarthen, Colwyn; Daniel, Stuart"
psycInfo,2004-11383-009,15013264,10.1016/j.adolescence.2003.10.009,An update on the effects of playing violent video games.,"This article presents a brief overview of existing research on the effects of exposure to violent video games. An updated meta-analysis reveals that exposure to violent video games is significantly linked to increases in aggressive behaviour, aggressive cognition, aggressive affect, and cardiovascular arousal, and to decreases in helping behaviour. Experimental studies reveal this linkage to be causal. Correlational studies reveal a linkage to serious, real-world types of aggression. Methodologically weaker studies yielded smaller effect sizes than methodologically stronger studies, suggesting that previous meta-analytic studies of violent video games underestimate the true magnitude of observed deleterious effects on behaviour, cognition, and affect. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2004,2,NA,Journal of Adolescence,"Anderson, Craig A."
psycInfo,2008-04870-023,17028582,10.1038/nn1787,Discrimination learning induced by training with identical stimuli.,"Sensory stimuli become easier to detect or distinguish with practice. It is generally assumed that the task-relevant stimulus dimension becomes increasingly more salient as a result of attentively performing the task at a level that is neither too easy nor too difficult. However, here we show improved auditory frequency discrimination following training with physically identical tones that were impossible to discriminate. We also show that learning transfers across tone frequencies and across modalities: training on a silent visuospatial computer game improved thresholds on the auditory discrimination task. We suggest that three processes are necessary for optimal perceptual learning: sensitization through exposure to the stimulus, modality- and dimension-specific attention, and general arousal. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2006,11,NA,Nature Neuroscience,"Amitay, Sygal; Irwin, Amy; Moore, David R."
psycInfo,2008-12406-001,NA,10.1089/bar.2008.9968,Surgeon General's perspectives: Childhood overweight and obesity prevention.,"The increase in childhood obesity is partly attributable to an increasingly sedentary lifestyle and poor nutrition. Sedentary behaviors such as television viewing, computer use, and video game playing often replace vigorous physical activity in children. At the same time, more fast foods, convenience store snacks, and sweetened beverages are available now than in past generations. As parents, caregivers, teachers, mentors, public health leaders, and other concerned citizens, it is our responsibility to take immediate action to mitigate this serious and growing public health epidemic. We can and must work collaboratively, using available science and evidence of effective programs to ensure that our children receive encouragement and guidance to make healthful choices for physical activity and good nutrition. Optimally, we act as role models, with our own health behaviors promoting a healthful lifestyle by example. This will result in a public health movement that will not only help reduce the burden of childhood overweight and obesity, but also lessen the occurrence of other chronic diseases such as diabetes, high blood pressure, and high cholesterol. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2008,9,NA,Bariatric Nursing and Surgical Patient Care,"Galson, Steven K."
psycInfo,2000-02564-003,11011499,10.1080/00207140008410368,Autonomic and psychological responses to an acute psychological stressor and relaxation: The influence of hypnotizability and absorption.,"Examined the influence of hypnotizability and absorption on psychological and autonomic responses to an experimental stressor and a relaxation procedure. 13 individuals (aged 20–38 yrs) completed the Harvard Group Scale of Hypnotic Susceptibility (R. E. Shor and E. C. Orne, 1962, HGSHS), the Brief Symptom Inventory (L. R. Derogatis and N. Melisaratos, 1983), and the Perceived Stress Scale (S. Cohen et al, 1983). Ss were classified as displaying high or low susceptibility to hypnosis based on HGSHS scores. Ss completed either a stress inducing task consisting of playing a computer game with mild electrical shocks for inaccurate performance or a relaxation task. Low-frequency and high-frequency heart rate components, representing sympathetic and parasympathetic reactivity, were measured during activities. Results show that absorption was found to be the only significant predictor of autonomic reactivity in both experimental conditions. Expectation and previous relaxation training, but not absorption or hypnotizability, predicted perceived relaxation in the relaxation condition. Findings suggest that in a nonhypnotic context the influence of hypnotizability on responses to experimental conditions may be less prominent than the influence of absorption. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2e3,10,NA,International Journal of Clinical and Experimental Hypnosis,"Zachariae, Robert; Jørgensen, Michael M.; Bjerring, Peter; Svendsen, Gunner"
psycInfo,2006-22866-001,NA,10.1080/15245000600851334,Maximizing the impact of emotive antitobacco advertising: Effects of interpersonal discussion and program placement.,"Recent research suggests antitobacco advertising that elicits strong emotional arousal may be effective in prompting cessation. We examined response to a new graphic emotive advertisement about the smoking-related disease emphysema. We aimed to investigate the influence of the ad-induced interpersonal communication and the effect of television program viewing context. In a preexposure interview daily smokers (n = 205) were asked to watch a particular television program they usually watched. Post-exposure interviews examining recall and responses were conducted within two days of exposure. Over a quarter (26%) discussed the ad and these participants were more likely to be motivated to quit. Those who saw the television ad within a comedy program were less likely to believe the ad, whereas those who saw it during a reality TV/game show were more likely to discuss the ad and be motivated to quit smoking. These findings indicate that discussion of the ad with family and friends is associated with intentions to quit, our results also suggest there might be some value in placing graphic emotional ads within reality television or game show programs and in avoiding comedy programs. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2006,NA,NA,Social Marketing Quarterly,"Durkin, Sarah; Wakefield, Melanie"
psycInfo,2007-05158-006,17101116,10.1016/j.jbtep.2006.10.005,Negativity bias in attitude learning: A possible indicator of vulnerability to emotional disorders?,"Negativity biases, i.e., tendencies for negative features and interpretations to predominate over positive, are known to play a role in the etiology and maintenance of emotional disorders. Both depression and anxiety have been associated with such negative cognitive styles. Recently, Fazio, R.H., Eiser, J.R., and Shook, N.J. [(2004). Attitude formation through exploration: Valence asymmetries. Journal of Personality and Social Psychology, 87, 293-311] have observed similar valence asymmetries in the domain of attitude formation and generalization. The present research examined the possibility that the extent to which individuals display a learning bias in attitude formation is related to negative cognitive style and emotional disorder symptoms. Participants played a computer game that required learning whether novel stimuli produced positive or negative outcomes. Poorer learning was associated with more negative cognitive style, greater depression, and a tendency toward greater anxiety. Interestingly, these relations were most evident with respect to the learning of the positive stimuli, suggesting that an under-appreciation of positive objects and events may underlie vulnerability to emotional disorders. The potential value of various indices of negativity bias that can be assessed when examining attitude formation and generalization is discussed. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2007,6,NA,Journal of Behavior Therapy and Experimental Psychiatry,"Shook, Natalie J.; Fazio, Russell H.; Vasey, Michael W."
psycInfo,2007-19609-006,NA,10.1155/2007/79826,The self-paced Graz brain-computer interface: Methods and applications.,"We present the self-paced 3-class Graz brain-computer interface (BCI) which is based on the detection of sensorimotor electroencephalogram (EEG) rhythms induced by motor imagery. Self-paced operation means that the BCI is able to determine whether the ongoing brain activity is intended as control signal (intentional control) or not (non-control state). The presented system is able to automatically reduce electrooculogram (EOG) artifacts, to detect electromyographic (EMG) activity, and uses only three bipolar EEG channels. Two applications are presented: the freeSpace virtual environment (VE) and the Brainloop interface. The freeSpace is a computer-game-like application where subjects have to navigate through the environment and collect coins by autonomously selecting navigation commands. Three subjects participated in these feedback experiments and each learned to navigate through the VE and collect coins. Two out of the three succeeded in collecting all three coins. The Brainloop interface provides an interface between the Graz-BCI and Google Earth. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2007,NA,NA,Computational Intelligence and Neuroscience,"Scherer, Reinhold; Schloegl, Alois; Lee, Felix; Bischof, Horst; Janša, Janez; Pfurtscheller, Gert"
psycInfo,1990-31422-001,2247546,10.1111/j.1469-8986.1990.tb00366.x,Cardiovascular and metabolic activity at rest and during psychological and physical challenge in normotensives and subjects with mildly elevated blood pressure.,"Heart rate (HR), systolic and diastolic blood pressure (BP), and respiratory and metabolic activity were recorded prior to and during mental arithmetic and a video game task in 20 young men with mildly elevated casual systolic BPs. 25 unambiguously normotensive young men were tested under the same protocol. Ss with mildly elevated BP displayed significantly greater discrepancies between actual and predicted HR values than normotensives during the psychological tasks in general and mental arithmetic in particular. Group differences in physiological activity during exercise largely reflected the pattern seen at rest. Systolic BP levels were higher throughout the exercise phase for mildly elevated BP Ss and evidenced more of an increase from rest to exercise than the normotensives. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1990,3,NA,Psychophysiology,"Sims, Jane; Carroll, Douglas"
psycInfo,2006-04052-005,16554384,10.1097/01.psy.0000204925.18143.4f,Anger suppression and adiposity modulate association between ADRB2 haplotype and cardiovascular stress reactivity.,"Objectives: The purpose of this study was to examine how variation in the beta-2 adrenergic receptor gene (ADRB2), in combination with the moderating influences of race, body mass index (BMI), and anger expression style (anger-in, anger-out), affects blood pressure (BP) at rest and in response to acute laboratory stress. Methods: Four hundred fifty adolescents (mean age = 18.5 ± 2.7 years; 228 [124 males] whites and 222 [110 males] blacks completed two stressors (video game challenge, forehead cold pressor). Hemodynamic measures were taken before, during, and after each stressor. Stressors were separated by a 20-minute rest period. Results: Frequency of detrimental haplotype (Gly16/Glu27) carrier status was greater among whites than blacks (p < .05). A significant three-way interaction among haplotype, BMI, and race for resting systolic blood pressure (SBP) found the highest BP level to be among high BMI carriers, but only for whites. A separate three-way interaction was found to be significant for haplotype, anger-in and race such that high anger-in carriers showed the highest level of resting SBP (p < .05) and total peripheral resistance (TPR) (p < .05) and the greatest TPR reactivity to the cold pressor task (p < .01). Post hoc analyses revealed these interactions with anger-in were only present among blacks. No significant interactions with anger-out for either ethnic group were observed. Conclusions: This study demonstrates modulating influences of BMI and anger expression styles on ADRB2 gene associations with hemodynamic function at rest and in response to laboratory stress. These findings support the hypothesis that consideration of gene-environment interactions may better characterize the role of ADRB2 variation in the development of stress-induced essential hypertension. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2006,3,NA,Psychosomatic Medicine,"Poole, Joseph C.; Snieder, Harold; Davis, Harry C.; Treiber, Frank A."
psycInfo,1991-14625-001,NA,NA,Electrodermal activity of low and high trait anxiety subjects during a frustrative video game.,"Examined the relationship between electrodermal activity (EDA) and anxiety in a failure and frustrative nonreward situation in 16 low trait anxiety (ANX) and 17 high ANX female college students. The game was presented as easy and as allowing a monetary gain. In fact, the game was faked and Ss never reached the criterion of success. High ANX Ss were in a higher state anxiety than low ANX Ss during the experiment. Though nonanxious Ss' skin conductance response amplitude was constant, this parameter decreased in anxious Ss as the game proceeded, suggesting EDA inhibition in the latter. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1990,NA,NA,Journal of Psychophysiology,"Naveteur, Janick; Roy, Jean-Claude"
psycInfo,2005-13846-009,16033596,10.1111/j.1365-2648.2005.03491.x,Nurses' knowledge and skill retention following cardiopulmonary resuscitation training: A review of the literature.,"Aim: This paper reports a literature review examining factors that enhance retention of knowledge and skills during and after resuscitation training, in order to identify educational strategies that will optimize survival for victims of cardiopulmonary arrest. Background: Poor knowledge and skill retention following cardiopulmonary resuscitation training for nursing and medical staff has been documented over the past 20 years. Cardiopulmonary resuscitation training is mandatory for nursing staff and is important as nurses often discover the victims of in-hospital cardiac arrest. Many different methods of improving this retention have been devised and evaluated. However, the content and style of this training lack standardization. Method: A literature review was undertaken using the Cumulative Index to Nursing and Allied Health Literature, MEDLINE and British Nursing Index databases and the keywords 'cardiopulmonary resuscitation', 'basic life support', 'advanced life support' and 'training'. Papers published between 1992 and 2002 were obtained and their reference lists scrutinized to identify secondary references, of these the ones published within the same 10-year period were also included. Those published in the English language that identified strategies to enhance the acquisition or retention of Cardiopulmonary resuscitation skills and knowledge were included in the review. Results: One hundred and five primary and 157 secondary references were identified. Of these, 24 met the criteria and were included in the final literature sample. Four studies were found pertaining to cardiac arrest simulation, three to peer tuition, four to video self-instruction, three to the use of different resuscitation guidelines, three to computer-based learning programmes, two to voice-activated manikins, two to automated external defibrillators, one to self-instruction, one to gaming and the one to the use of action cards. Conclusions: Resuscitation training should be based on in-hospital scenarios and current evidence-based guidelines, including recognition of sick patients, and should be taught using simulations of a variety of cardiac arrest scenarios. This will ensure that the training reflects the potential situations that nurses may face in practice. Nurses in clinical areas, who rarely see cardiac arrests, should receive automated external defibrillation training and have access to defibrillators to prevent delays in resuscitation. Staff should be formally assessed using a manikin with a feedback mechanism or an expert instructor to ensure that chest compressions and ventilations are adequate at the time of training. Remedial training must be provided as often as required. Resuscitation training equipment should be made available at ward/unit level to allow self-study and practice to prevent deterioration between updates. Video self-instruction has been shown to improve competence in resuscitation. An in-hospital scenario-based video should be devised and tested to assess the efficacy of this medium in resuscitation training for nurses. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2005,8,NA,Journal of Advanced Nursing,"Hamilton, Rosemary"
psycInfo,2005-15437-010,16262775,10.1111/j.1467-9280.2005.01632.x,"The Effects of Reward and Punishment in Violent Video Games on Aggressive Affect, Cognition, and Behavior.","Three experiments examined the effects of rewarding and punishing violent actions in video games on later aggression-related variables. Participants played one of three versions of the same race-car video game: (a) a version in which all violence was rewarded, (b) a version in which all violence was punished, and (c) a nonviolent version. Participants were then measured for aggressive affect (Experiment 1), aggressive cognition (Experiment 2), and aggressive behavior (Experiment 3). Rewarding violent game actions increased hostile emotion, aggressive thinking, and aggressive behavior. Punishing violent actions increased hostile emotion, but did not increase aggressive thinking or aggressive behavior. Results suggest that games that reward violent actions can increase aggressive behavior by increasing aggressive thinking. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2005,11,NA,Psychological Science,"Carnagey, Nicholas L.; Anderson, Craig A."
psycInfo,2006-10235-014,NA,10.2501/S0021849906000158,Review of The Advertised Mind: Ground-Breaking Insights into How Our Brains Respond to Advertising.,"Reviews the book, The Advertised Mind: Ground-Breaking Insights into How Our Brains Respond to Advertising by Erik du Plessis and Millward Brown (2005). This book is a comprehensive, yet cohesive and coherent history of the understanding of the human brain, the human mind, and how it all relates to advertising and marketing. Du Plessis focuses on the processes of incidental learning, the type that occurs, for example, while watching a television advertisement. The book provides compelling cases and experiments that illustrate that learning has a lot to do with repetition, and that emotion is the starting point, not the end point. This is a radical 'game changer' for many advertising practitioners, and likely to be debated and (quite possibly) ignored for a time, as is often the case with paradigm shifts. Emotion in advertising is important in getting our attention. And what we pay attention to gets remembered. And what we have paid attention to and remembered in the past, makes us more likely to pay attention to in the future. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2006,3,NA,Journal of Advertising Research,"Truss, Mark"
psycInfo,1994-34150-001,8146249,10.1111/j.1469-8986.1994.tb01019.x,Parasympathetic nervous system control of heart rate responses to stress in offspring of hypertensives.,"24 Ss, half of whom were PH+ (1 hypertensive parent), were exposed to 4 stressor tasks administered in counterbalanced order. Stressors were a cold pack to the forehead, isometric hand grip, a noxious film, and a shock-avoidance video game task. Physiological measures included heart rate (HR), respiration rate (RR), and respiratory sinus arrhythmia (RSA). RSA values were corrected for corresponding RR by analysis of covariance (ANCOVA). Familial differences in HR were observed in response to the hand grip and video game tasks. However, in both cases analyses suggest that familial differences in reactivity were a function of primarily sympathetic as opposed to parasympathetic influences. Familial differences in RSA were not observed for rest or tasks. This study found no evidence for parasympathetic mediation of familial differences in the HR response to the stressors employed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1994,1,NA,Psychophysiology,"Miller, Sydney B."
