source,doi,pmid,title,journal,year,type,authors,abstract
anderson2010,NA,NA,"Janey, B. A. (1999). Masculine ideology, television viewing, and father availability as risk factors in the development of aggression in preadolescent males (Unpublished doctoral dissertation). Kansas State University.","Janey, B. A. (1999). Masculine ideology, television viewing, and father availability as risk factors in the development of aggression in preadolescent males (Unpublished doctoral dissertation). Kansas State University.",1999,THES,"Janey, B. A. (1999). Masculine ideology, television viewing, and father availability as risk factors in the development of aggression in preadolescent males","The purpose of this study was to examine how masculine ideology, father availability, and exposure to media violence may predict aggressive behavior in fifth and sixth grade boys. Two hundred and one preadolescent boys age 10-13 from six rural school districts completed a questionnaire containing items measuring the variables of interest and were rated on physical and verbal aggression by classroom teachers. Correlational analysis determined general relationships between criterion and predictor variables. Multivariate regression analysis revealed a significant overall relationship between predictor and criterion variables. There were no relationships between any predictor variables and teacher ratings of verbal and physical aggression. Hierarchical regression analysis revealed that self-reported measures were the only criterion variables that demonstrated significance. High levels of masculine ideology endorsement were significantly correlated with higher scores on self-reported aggression, and lower scores on aggression control, indicating that masculine ideology plays a significant role in the early formation of behavioral norms more approving of aggression. Full model regression indicated that endorsement of traditional beliefs about the male role was a more significant predictor of self-reported aggression than exposure to media violence or time spent playing video games. Also, boys who spent more time with fathers, scored significantly lower on self-reported aggression and were less inclined to endorse traditional male attitudes. The present study indicates that endorsement of traditional beliefs about the male role is a more significant predictor of self-reported aggressive behavior than exposure to media violence and time spent playing video games. It also indicates that boys who spend more time with an adult male in the role of parent, report lower levels of aggression and lower levels of endorsement of traditional male attitudes."
anderson2010,NA,NA,Konpyutagemu ga kodomo no jiritsusinkeikeihannou ni oyobosu eikyou [Effects of computer game on responses in the autonomic nervous system in children].,Japanese Journal of Educational Psychology,1995,NA,"Joh, H., Kondo, T.",NA
anderson2010,10.1016/S0002-7138(09)61094-3,NA,"Personality, psychopathology and developmental issues in male adolescent video game use.",Journal of the American Academy of Child Psychiatry,1985,NA,"Kestenbaum, G. I., Weinstein, L.","This paper presents an empirical study of the relationship of heavy video game use in adolescent male subjects to personality and psychopathological factors. Based on the nature of the games and on developmental theory, it was hypothesized that heavy video game use plays a role in managing developmental conflicts, particularly with regard to the discharge of aggression and the open expression of competition, and does not result in increased neuroticism, social withdrawal, or escape into fantasy. Heavy video game users were also hypothesized to have lower frustration tolerance. A study of 208 adolescent male subjects supported these hypotheses. The results were discussed in terms of the need for mastery of experiences, and in terms of the reawakening of Oedipal conflicts in adolescence as described by Blos. It was stressed that much of the anxiety about video games represents a parental issue, akin to parental overreactions to other adolescent outlets."
anderson2010,NA,NA,Teribigemu no shiyou to shakaitekitekiousei ni kansuru juudan deta no bunseki [An analysis for longitudinal data concerning video game use and social adjustment].,Japanese Journal of Personality,2000,NA,"Kimura, F., Sagara, J., Sakamoto, A., Sakamoto, K., Inaba, T.",NA
anderson2010,10.1177/0886260506286840,NA,Violent media consumption and the recognition of dynamic facial expressions.,Journal of Interpersonal Violence,2006,NA,"Kirsh, S. J., Mounts, J. R. W., Olczak, P. V.","This study assessed the speed of recognition of facial emotional expressions (happy and angry) as a function of violent media consumption. Color photos of calm facial expressions morphed to either an angry or a happy facial expression. Participants were asked to make a speeded identification of the emotion (happiness or anger) during the morph. Results indicated that, independent of trait aggressiveness, participants high in violent media consumption responded slower to depictions of happiness and faster to depictions of anger than participants low in violent media consumption. Implications of these findings are discussed with respect to current models of aggressive behavior."
anderson2010,NA,NA,Desensitization aftereffects of playing violent videogames. Dissertation Abstracts International: Section A.,"Knapp, H. E. (2002). Desensitization aftereffects of playing violent videogames. Dissertation Abstracts International: Section A. Humanities and Social Sciences, 63(5), 1997.",2002,THES,"Knapp, H. E.",NA
anderson2010,10.1016/j.jadohealth.2003.05.001,NA,Hostility among adolescents in Switzerland. Multivariate relations between excessive media use and forms of violence.,Journal of Adolescent Health,2004,NA,"Kuntsche, E. N.","purpose To determine what kind of violence-related behavior or opinion is directly related to excessive media use among adolescents in Switzerland.
Methods A national representative sample of 4222 schoolchildren (7th- and 8th-graders; mean age 13.9 years) answered questions on the frequency of television-viewing, electronic game-playing, feeling unsafe at school, bullying others, hitting others, and fighting with others, as part of the Health Behaviour in School-Aged Children (HBSC) international collaborative study protocol. The Chi-square tests and multiple logistic regression analyses were applied to high-risk groups of adolescents. Results For the total sample, all bivariate relationships between television-viewing/electronic game-playing and each violence-related variable are significant. In the multivariate comparison, physical violence among boys ceases to be significant. For girls, only television-viewing is linked to indirect violence. Against the hypothesis, females’ electronic game-playing only had a bearing on hitting others. Conclusions Experimental designs are needed that take into account gender, different forms of media, and violence to answer the question of whether excessive media use leads to violent behavior. With the exception of excessive electronic game-playing among girls, this study found that electronic media are not thought to lead directly to real-life violence but to hostility and indirect violence."
anderson2010,NA,NA,Grand theft childhood: The surprising truth about violent video games and what parents can do.,"Kutner, L., & Olsen, C. (2008). Grand theft childhood: The surprising truth about violent video games and what parents can do. New York, NY: Simon & Schuster.",2008,NA,"Kutner, L., Olsen, C.","Listening to pundits and politicians, you'd think that the relationship between violent video games and aggressive behavior in children is clear. Children who play violent video games are more likely to be socially isolated and have poor interpersonal skills. Violent games can trigger real-world violence. The best way to protect our kids is to keep them away from games such as Grand Theft Auto that are rated M for Mature. Right? Wrong. In fact, many parents are worried about the wrong things! In 2004, Lawrence Kutner, PhD, and Cheryl K. Olson, ScD, cofounders and directors of the Harvard Medical School Center for Mental Health and Media, began a $1.5 million federally funded study on the effects of video games. In contrast to previous research, their study focused on real children and families in real situations. What they found surprised, encouraged and sometimes disturbed them: their findings conform to the views of neither the alarmists nor the video game industry boosters. In _Grand Theft Childhood: The Surprising Truth about Violent Video Games and What Parents Can Do_, Kutner and Olson untangle the web of politics, marketing, advocacy and flawed or misconstrued studies that until now have shaped parents' concerns. Instead of offering a one-size-fits-all prescription, _Grand Theft Childhood_ gives the information you need to decide how you want to handle this sensitive issue in your own family. You'll learn when -- and what kinds of -- video games can be harmful, when they can serve as important social or learning tools and how to create and enforce game-playing rules in your household. You'll find out what's really in the games your children play and when to worry about your children playing with strangers on the Internet. You'll understand how games are rated, how to make best use of ratings and the potentially important information that ratings don't provide. _Grand Theft Childhood_ takes video games out of the political and media arenas, and puts parents back in control. It should be required reading for all families who use game consoles or computers. Almost all children today play video or computer games. Half of twelve-year- olds regularly play violent, Mature-rated games. And parents are worried... _""I don't know if it's an addiction, but my son is just glued to it. It's the same with my daughter with her computer...and I can't be watching both of them all the time, to see if they're talking to strangers or if someone is getting killed in the other room on the PlayStation. It's just nerve-racking!"" ""I'm concerned that this game playing is just the kid and the TV screen...how is this going to affect his social skills?"" ""I'm not concerned about the violence; I'm concerned about the way they portray the violence. It's not accidental; it's intentional. They're just out to kill people in some of these games."" _ What should we as parents, teachers and public policy makers be concerned about? The real risks are subtle and aren't just about gore or sex. Video games don't affect all children in the same way; some children are at significantly greater risk. (You may be surprised to learn which ones!) _Grand Theft Childhood_ gives parents practical, research-based advice on ways to limit many of those risks. It also shows how video games -- even violent games -- can benefit children and families in unexpected ways. In this groundbreaking and timely book, Drs. Lawrence Kutner and Cheryl Olson cut through the myths and hysteria, and reveal the surprising truth about kids and violent games."
anderson2010,NA,NA,"Lang, M. K. (1984). The effects of competitive and cooperative video game play on the aggressive behavior of 6- and 7-year-old males (Unpublished doctoral dissertation). Auburn University.","Lang, M. K. (1984). The effects of competitive and cooperative video game play on the aggressive behavior of 6- and 7-year-old males (Unpublished doctoral dissertation). Auburn University.",1984,THES,"Lang, M. K. (1984). The effects of competitive and cooperative video game play on the aggressive behavior of 6- and 7-year-old males","The purpose of this study was to determine differences in physical and object aggression of 6- and 7-year-old white males after playing competitive and cooperative video games when compared to a baseline condition. The instrument used in this study was a behavioral coding form used by Silvern et al. (1983a, 1983b) to score the aggressive and prosocial behavior of each subject during a baseline condition and after each treatment condition (i.e., television viewing and video game play in the first study, and competitive and cooperative video game play in the second study). A time sampling method to analyze the video tape recorded play behavior of pairs of subjects was used by two judges with an interrater reliability of .85 or higher. The sample included 26 white, males who were 6- and 7-years old. All subjects participated in the baseline and treatment conditions. Data were analyzed using an analysis of variance repeated measures design. Separate analyses of variance were performed for object and physical aggression. A significant difference was found for object aggression F (2, 50) = 6.06, p < .01. A Sheffe post hoc comparison was performed to determine the origin of the significant difference. This post hoc procedure revealed that the object aggression scores were found to be significantly higher in the baseline condition than in the competitive treatment condition. No significant difference was found for physical aggression."
anderson2010,10.1089/cpb.2006.9.638,NA,The appeal of violent video games to lower educated aggressive adolescent boys from two countries.,CyberPsychology & Behavior,2006,NA,"Lemmons, J. S., Bushman, B. J.","The objective of this study was to test the effect of individual differences on appeal and use of video games. Participants were 299 adolescent boys from lower and higher secondary schools in the Netherlands and Belgium. In general, boys were most attracted to violent video games. Boys that scored higher in trait aggressiveness and lower in empathy were especially attracted to violent games and spent more time playing video games than did boys lower in trait aggressiveness. Lower educated boys showed more appreciation for both violent and nonviolent games and spent more time playing them than did higher educated boys. The present study showed that aggressive and less empathic boys were most attracted to violent games. The fact that heavy users of violent games show less empathy and higher aggressiveness suggests the possibility of desensitization. Other studies have shown that playing violent games increases aggressiveness and decreases empathy. These results combined suggest the possibility of a violence cycle. Aggressive individuals are attracted to violent games. Playing violent games increases aggressiveness and decreases empathy, which in turn leads to increased appreciation and use of violent games."
anderson2010,10.1111/j.1559-1816.1987.tb00293.x,NA,Correlates of children’s usage of video games and computers.,Journal of Applied Social Psychology,1987,NA,"Lin, S., Lepper, M. R.","Fourth-, fifth-, and sixth-grade students responded to a questionnaire concerning their experiences with electronic videogames and computers. Teacher ratings of academic achievement, personality characteristics, and behavior patterns were also obtained for each student. These data were used to examine a number of hypotheses concerning potential harmful or beneficial effects of electronic videogames on school-age children, and to provide preliminary evidence concerning the correlates of computer usage by school-age children. Videogame usage showed significant positive correlations with teacher ratings of impulsivity, significant negative correlations with ratings of academic achievement, and little relationship to rated sociability. Videogame use also proved positively related to other social activities and to microcomputer use."
anderson2010,NA,NA,"Daigakusei niokeru konpyuuta, jouhoukyouiku heno ishiki, oyobi kako, genzai no bideogemuasobi no jittai to seikakutokusei tono kankei [Attitudes toward computer and informational education, and relationships between past and present video game play and personalities among university students].",Kinjogakuin Daigaku Ronsyu,1996,NA,"Masuda, K.",NA
anderson2010,NA,NA,Television and video game violence: Age differences and the combined effects of passive and interactive violent media. Dissertation Abstracts International: Section B.,"Meyers, K. S. (2003). Television and video game violence: Age differences and the combined effects of passive and interactive violent media. Dissertation Abstracts International: Section B. The Sciences and Engineering, 63(11), 5551.",2003,THES,"Meyers, K. S.","The present research examined the combined effects of violent video games and violent TV programs on third and sixth-grade boys’ thoughts and behavior. In individual sessions, demographic information about the children’s television viewing and video game playing habits was collected. Participants were exposed to one of six following media conditions for 15 minutes; a) watch a violent (wrestling) or a nonviolent video segment (basketball), b) play a violent or a non-violent game, or c) watch a violent or non-violent video segment and then play a video game containing the same characters and content. The potential for violent media to prime aggression was examined by utilizing two cognitive (word-stem completion task and normative beliefs about aggression questionnaire) and one behavioral measure (Bobo doll interaction). Exposure to violent media was expected to lead to increased aggressive thoughts and behaviors in both younger and older children. Younger children were expected to be more strongly influenced by violent media than older children. However, older boys were expected to demonstrate greater priming on the word-completion task. Finally, consistent with Huesmann’s (1986) social developmental theory, the combination of violent video games and violent television content was expected influence children more strongly than either video games or television alone. Key findings of the present research were as follows: 1) Children exposed to violent media content endorsed higher levels of aggressive behavior than did children exposed to non-violent content. 2) Children exposed to violence in the combined media condition endorsed significantly higher levels of aggressive behavior than did those in the non-violent media condition. 3) Sixth-grade boys endorsed higher levels of aggressive behavior and produced more aggressive words on the word-stem completion task than did third-grade boys. 4) Third-grade boys were more aggressive toward the Bobo doll than were sixth-grade boys."
anderson2010,NA,NA,Terebigemu to kougekikoudou: Nakayoshi no tomodachi to kakutoukei gemu wo surutoki [Video games and aggressive behavior: When playing fighting games with close friends].,"Mine, Y. (2003). Terebigemu to kougekikoudou: Nakayoshi no tomodachi to kakutoukei gemu wo surutoki [Video games and aggressive behavior: When playing fighting games with close friends]. Studies on Education and Psychology: Journal of the Graduate School of Kyoto Women’s University, 145–154.",2003,NA,"Mine, Y.",NA
anderson2010,NA,NA,An examination of psychological and cardiovascular responses to violent content in video games. Dissertation Abstracts International: Section B.,"Moore, C. N. (2007). An examination of psychological and cardiovascular responses to violent content in video games. Dissertation Abstracts International: Section B. The Sciences and Engineering, 67(8), 4717.",2007,THES,"Moore, C. N.",NA
anderson2010,NA,NA,Bouryoku-teki gemu no eizougenjitsusei ga kougeki ni kanrensuru ninchi ni ataeru eikyou [Effects of realistic graphics of violent video games on aggression-related cognition]. Proceedings of the 47th Convention of the Japanese Society of Social Psychology (pp. 564–565).,"Mori, M. (2006). Bouryoku-teki gemu no eizougenjitsusei ga kougeki ni kanrensuru ninchi ni ataeru eikyou [Effects of realistic graphics of violent video games on aggression-related cognition]. Proceedings of the 47th Convention of the Japanese Society of Social Psychology (pp. 564–565). Sendai, Miyagi, Japan: Tohoku University.",2006,NA,"Mori, M. (2006). Bouryoku-teki gemu no eizougenjitsusei ga kougeki ni kanrensuru ninchi ni ataeru eikyou [Effects of realistic graphics of violent video games on aggression-related cognition]. Proceedings of the 47th Convention of the Japanese Society of Social Psychology",NA
anderson2010,NA,NA,Terebigemu shiyou to kougekisei no ingakankei no kentou: Shogakusei ni taisuru paneru chosa [Causal relationships between video game play and aggressiveness: A panel study of elementary school students].,Studies in Simulation & Gaming,2001,NA,"Mouri, M., Sakamoto, A., Hinoguchi, Y., Sakamoto, K., Kobayashi, K.",NA
anderson2010,10.1111/j.1559-1816.1985.tb02339.x,NA,Determining factors in choice of arcade games and their consequences upon young male players.,Journal of Applied Social Psychology,1985,NA,"Nelson, T. M., Carlson, D. R.","Two experiments, one conducted with male university students and the other with male high school and junior high school students, investigated (a) determinants of preferences for driving-type games widely available in public game arcades, and (b) the effects of extended play upon mood and motivation to continue playing. Four games were investigated: these were Death Race and Demolition Derby, which simulate violent, antisocial driving behavior; and Night Driver and Le Mans, which simulate skilled prosocial driving behavior. Preference for arcade games simulating aggressive behavior was found to be independent of personality and mood. However, preferences were closely related to the performers' c]apabilities. Players who exhibited higher levels of skill preferred the more skilldemanding games and those who showed less skill preferred aggression games, suggesting the operation of competency motivation in that the players preferred games appropriate to their level of skill. Subjects reported that the games were exciting, but extended play produced discomfort or an increase in negatively toned moods (fatigue, anxiety, and depression) and a decrease in positively toned moods (social affection, surgency, skepticism, concentration and vigor). However, these effects were not found to be a function of the anti- or prosocial content in the specific games studied and may well be effects accompanying activities that are subjectively fatiguing."
anderson2010,10.1089/cpb.2004.7.714,NA,"Gender stereotypes, aggression, and computer games: An online survey of women.",CyberPsychology & Behavior,2004,NA,"Norris, K. O.","Computer games were conceptualized as a potential mode of entry into computer-related employment for women. Computer games contain increasing levels of realism and violence, as well as biased gender portrayals. It has been suggested that aggressive personality characteristics attract people to aggressive video games, and that more women do not play computer games because they are socialized to be non-aggressive. To explore gender identity and aggressive personality in the context of computers, an online survey was conducted on women who played computer games and women who used the computer but did not play computer games. Women who played computer games perceived their online environments as less friendly but experienced less sexual harassment online, were more aggressive themselves, and did not differ in gender identity, degree of sex role stereotyping, or acceptance of sexual violence when compared to women who used the computer but did not play video games. Finally, computer gaming was associated with decreased participation in computer-related employment; however, women with high masculine gender identities were more likely to use computers at work."
anderson2010,10.1002/ab.20245,NA,Experimental study of the differential effects of playing versus watching violent video games on children’s aggressive behavior.,Aggressive Behavior,2008,NA,"Polman, H., Orobio de Castro, B., Van Aken, M. A. G.","There is great concern about the effects of playing violent video games on aggressive behavior. The present experimental study was aimed at investigating the differential effects of actively playing vs. passively watching the same violent video game on subsequent aggressive behavior. Fifty-seven children aged 10–13 either played a violent video game (active violent condition), watched the same violent video game (passive violent condition), or played a non-violent video game (active non-violent condition). Aggression was measured through peer nominations of real-life aggressive incidents during a free play session at school. After the active participation of actually playing the violent video game, boys behaved more aggressively than did the boys in the passive game condition. For girls, game condition was not related to aggression. These findings indicate that, specifically for boys, playing a violent video game should lead to more aggression than watching television violence. Aggr. Behav. 34:256–264, 2008. © 2007 Wiley-Liss, Inc."
anderson2010,NA,NA,The effects of video game violence on boys’ articulated thoughts of aggressive behavioral intentions. Dissertation Abstracts International: Section B.,"Pusateri, J. (2006). The effects of video game violence on boys’ articulated thoughts of aggressive behavioral intentions. Dissertation Abstracts International: Section B. The Sciences and Engineering, 67(4), 2210.",2006,THES,"Pusateri, J.","Violent video game exposure is correlated with increased aggressive behavior, decreased academic achievement, decreased leisure activities, decreased self-esteem, and delinquent behavior in children and adults (Anderson, 2004; Anderson & Dill, 2000; Dill & Dill, 1998; Emes, 1997; Funk & Buchman, 1996; Graybill, Kirsch, & Kesselmann, 1985; Irwin & Gross, 1995; Scott, 1995; Van Schie & Weigman, 1997). However, only a few researchers have examined the causal effects of video game violence on children and most of these studies are out-dated. Experimental research with adult populations indicates that violent video game play negatively impacts the emotional state and the cognitive mediation of aggressive behavior. However, the impact of today''s violent video games on children is not known. The purpose of this study was to examine the impact of violent video games on boys'' mood and articulated thoughts of aggressive behavior and hostile intent attributions in an experimental setting. Fifty pre-teen boys between the ages of 9 to 12 were randomly assigned to play either a violent or a non-violent video game. The results revealed that the type of video game did not impact spontaneous verbalizations of aggressive behavioral intentions, hostile intent attributions, or negative emotions. However, the boys who played the violent video game evinced increased negative affect following video game play compared to the control group who evinced decreased negative affect following video game play. Study limitations, implications of the mood finding and suggestions for future research are discussed."
anderson2010,10.1186/1745-0179-4-16,NA,Variables associated with physical fighting among U.S. high-school students.,Clinical Practice and Epidemiology in Mental Health,2008,NA,"Rudatsikira, E., Muula, A. S., Siziya, S.","Background Violence among adolescents is an important public health problem in the United States. This study was conducted to estimate the prevalence of having been engaged in physical fighting on school property and associated factors of the behavior among school-going adolescents in the United States. Methods This study was based on secondary analysis of the United States Youth Risk Behavior Survey (YRBS) conducted in 2005. The sampling frame included all private and public school in the country, stratified by region and urbanicity based on the US census bureau data. Frequencies and proportions were obtained for the outcome and explanatory variables. Logistic regression analysis was used to estimate the level of association between explanatory variables and the outcome (having been involved in a physical fight). Results Of the 13,857 respondents, 13.5% (18.2% for males and 8.8% for females) reported physical fighting onschool property in the last 12 months to the survey. Males were more likely to have been in a physical fight than females (OR = 2.23; 95% CI [1.89, 2.63]). Respondents aged 17 years or older were less likely to report physical fighting than those who were 14 years or younger. Compared to Whites, American Indians or Alaska Natives, Blacks, Native Hawaii or other Pacific Islanders, and Hispanics were more likely to report physical fighting on school property (OR = 2.11; 95% CI [1.22, 3.66], OR = 1.72; 95% CI [1.42, 2.0], OR = 2.18; 95% CI [1.01, 4.79], and OR = 1.74; 95% CI [1.41, 2.16] respectively). Physical fighting on school property was also positively associated with cigarette smoking (OR = 1.70; 95% CI [1.37, 2.10]), drinking alcohol (OR = 1.45; 95% CI [1.20, 1.76]), use of illegal drugs (OR = 1.73; 95% CI [1.42, 2.12]), having had property stolen or deliberately damaged on school property (OR = 2.06; 95% CI [1.74, 2.44]), having been threatened or injured with a weapon on school property (OR = 2.63; 95% CI [2.06, 3.34]), and playing videogame three or more hours a day (OR = 1.29; 95% CI [1.07, 1.56]). Conclusion These findings suggest that physical fighting among US High School students is widespread and positively associated with victimization (having been threatened or injured with a weapon on school property) and other risky behaviors such as smoking, alcohol and drugs use. Intervention programs to prevent/control those risky behaviors as well as further attention on the association between physical fighting and victimization at school through longitudinal research are warranted."
anderson2010,NA,NA,"Kodomo no terebigemu shiyou to shakaitekihattatsu: Kyoukansei, kyoudousei, ninchitekihukuzatusei, kougekisei, sensoukan, gakkyunaichii, seiseki [Children’s video game use and social development: Empathy, cooperativeness, cognitive complexity, aggressiveness, attitudes toward war, sociometric status, and school achievement].",Ochanomizu University Studies in Arts and Culture,1992,NA,"Sakamoto, A.",NA
anderson2010,10.1016/j.paid.2006.10.019,NA,Evaluation of a Spanish version of the Buss and Perry aggression questionnaire: Some personal and situational factors related to the aggression scores of young subjects.,Personality and Individual Differences,2007,NA,"Santisteban, C., Alvarado, J., Recio, P.",The psychometric properties of a Spanish translation of the Buss and Perry aggression questionnaire adapted for pre-adolescents and adolescents have been studied. A maximum-likelihood confirmatory factor analysis corroborates Buss and Perry’s four-factor structure. The internal consistency of each factor and of the total score has proved to be satisfactory. The four factors are more closely interrelated in pre-adolescents than in adolescents.
anderson2010,10.1080/00223980.1995.9914952,7760289,The effect of video games on feelings of aggression.,Journal of Psychology,1995,NA,"Scott, D.","Fueled by the media, the controversy over whether playing popular arcade/computer games increases aggressiveness has only been compounded by inconsistencies within empirical research. This experiment, conducted with university students in Scotland, was designed to explore some of these inconsistencies. Aggressiveness was manipulated as the independent variable. As dependent variables, the Buss-Durkee Hostility Inventory (Buss & Durkee, 1957) and the Eysenck Personality Questionnaire (EPQ; Eysenck & Eysenck, 1975) were used. There was no linear pattern in aggressive affect change across three games that contained varying levels of violence. Results are discussed in terms of the general lack of support for the commonly held view that playing aggressive computer games causes an individual to feel more aggressive."
anderson2010,10.1016/j.paid.2006.02.006,NA,The role of violent cognition in the relationship between personality and the involvement in violent films and computer games.,Personality and Individual Differences,2006,NA,"Sigurdsson, J. F., Gudjonsson, G. H., Bragason, A. V., Kristjansdottir, E., Sigfusdottir, I. D.",A second aim of this work has been to further our understanding of the possible relationship between aggression scores and certain outside-school activities of the subjects studied. Two thousand two hundred and eight students filled in the questionnaire together with a self-report concerning their habits. The results show that the aggression scores rise concomitantly with time spent watching television and playing video games and decrease the greater the time devoted to extra-curricular reading or moderate amounts of homework. Statistically significant differences relating to age and gender were also found.
anderson2010,10.1016/0193-3973(87)90033-5,NA,"The effects of video game play on young children’s aggression, fantasy and prosocial behavior.",Journal of Applied Developmental Psychology,1987,NA,"Silvern, S. B., Williamson, P. A.","From the ecological perspective of human development the emergence of significant media may affect children's behavior. It has been suggested that the home computer has the potential to affect young children's behavior, but no published data currently exist to support this hypothesis. However, home computer games have features similar to television. In that vein, research on television and aggression lends itself as a paradigm for studying the effects of video games on young children's behavior. From past television research it may be hypothesized that exposure to violent video games will increase children's aggressive behavior. Twenty-eight children, age 4 to 6 years were observed in a free play setting at baseline, after watching a violent cartoon and after playing “Space Invaders”. Results indicated significant differences in aggressive behavior, relative to baseline behaviors, after watching television and after playing video games. There was no difference between the television and video game conditions. It was concluded that violent video games arouse children in much the same way as violent television cartoons."
anderson2010,10.1024/1421-0185.67.1.41,NA,Hostile and hardened. An experimental study on (de-)sensitization to violence and suffering through playing video games.,Swiss Journal of Psychology,2008,NA,"Straude-Muller, F., Bliesener, T., Luthman, S. (2008). Hostile and hardened. An experimental study on","This study tests whether playing violent video games leads to desensitization and increased cardiovascular responding. In a laboratory experiment, 42 men spent 20 min playing either a high- or low-violence version of a “first-person shooter” game. Arousal (heart rate, respiration rate) was measured continuously. After playing the game, emotional responses to aversive and aggressive stimuli - pictures from Lang, Bradley, and Cuthbert’s (1999) International Affective Picture System - were assessed with self-ratings and physiological measurement (skin conductance). Results showed no differences in the judgments of emotional responses to the stimuli. However, different effects of game violence emerged in the physiological reactions to the different types of stimulus material. Participants in the high-violence condition showed significantly weaker reactions (desensitization) to aversive stimuli and reacted significantly more strongly (sensitization) to aggressive cues. No support was found for the arousal hypothesis. Post-hoc analyses are used to discuss possible moderating influences of gaming experience and player’s trait aggressiveness in terms of the General Aggression Model (Anderson & Bushman, 2001) and the Downward Spiral Model (Slater, Henry, Swaim, & Anderson, 2003)."
anderson2010,NA,NA,Konpyutaagemu no bouryokusei to sougosayousei ga pureiyaa ni ataeru eikyo [The effect of violence and interaction of computer games on player]. Proceedings of the Fourth Joint Research Conference of the Game Amusement Society (pp. 15–18).,"Tamamiya, Y. (2006). Konpyutaagemu no bouryokusei to sougosayousei ga pureiyaa ni ataeru eikyo [The effect of violence and interaction of computer games on player]. Proceedings of the Fourth Joint Research Conference of the Game Amusement Society (pp. 15–18). Hyogo, Japan: Kobe University.",2006,NA,"Tamamiya, Y. (2006). Konpyutaagemu no bouryokusei to sougosayousei ga pureiyaa ni ataeru eikyo [The effect of violence and interaction of computer games on player]. Proceedings of the Fourth Joint Research Conference of the Game Amusement Society",NA
anderson2010,10.1080/10683160601060655,NA,The effect of playing violent video games on adolescents: Should parents be quaking in their boots?,"Psychology, Crime, & Law",2007,NA,"Unsworth, G., Devilly, G. J., Ward, T.","Debate regarding the psychological and behavioural effects of playing violent video games has recently led to claims that violent video games increase aggression effects in adolescents, and that this issue has now been settled. However, other researchers have found either no detrimental effects from game playing or even positive (cathartic) effects. In this research we demonstrate that these different conclusions are not mutually exclusive and can be explained by the method of assessment and analytic techniques utilised. We had adolescents play a violent video game (Quake II) and took measurements of anger both before, during and after game play. The results demonstrated that some people increase, some decrease and the majority show no change in anger ratings. Unlike past research, we also demonstrate that these changes are mediated by the player's feelings immediately prior to game play and a labile temperament – one predisposed to aggression – and that these variables predict people's reactions with an average 73% concordance rate."
anderson2010,NA,NA,Imadoki chuugakusei hakusho [A white paper on the current junior high school students].,"Uozumi, K. (2006). Imadoki chuugakusei hakusho [A white paper on the current junior high school students]. Tokyo, Japan: Kodansha.",2006,NA,"Uozumi, K.",NA
anderson2010,NA,NA,Konpyuuta gemu ga kodomo no koudou ni oyobosu eikyo [The effects of playing with computer games on children’s behavior].,Journal of Child Health,2003,NA,"Urashima, M., Suzuki, K.",NA
anderson2010,NA,NA,"Walker, M. R. (1984). The effects of video games and TV/film violence on subsequent aggression in male adolescents (Unpublished doctoral dissertation). University of Southern Mississippi.","Walker, M. R. (1984). The effects of video games and TV/film violence on subsequent aggression in male adolescents (Unpublished doctoral dissertation). University of Southern Mississippi.",1984,THES,"Walker, M. R. (1984). The effects of video games and TV/film violence on subsequent aggression in male adolescents","In the last 10 years, video games have become a five billion dollar industry. A recent Newsweek article quoted ""industry estimates"" that 90% of the customers are men and boys, and 80% are teenagers. Proponents say that video games are creating an entire generation familiar and comfortable with computers, whereas opponents have been particularly concerned over the possibility that video games may make children too willing to accept or even to copy real violence. One basis for this concern has been the large body of research linking exposure to violence on television with the instigation, frequency, and intensity of aggression in young viewers. The present study compared the effects on subsequent aggression of viewing a violent film on TV with playing a home video game in late adolescent boys who had been angered. Anger was provoked by insulting the subject's performance and aggression was studied in terms of resistance to interference from stress, expressed feelings of hostility, personality traits of aggressiveness and hostility, and behavioral manifestations of aggression. The subjects were 60 male adolescents age 18 and 19 enrolled in undergraduate classes. The subjects watched a segment from the film Rocky II, watched a video tape of a jazz trio, or played Space Invaders for about 13 minutes, and then completed the dependent measures. The major predictions of this study were not borne out as only 1 of the 15 hypotheses was supported by the data. The anger manipulation, the neutral film, and the measure of aggression were discussed as possible explanations for the lack of significant results. The impact of the anger manipulation may have been to produce a sense of failure and depression rather than anger. The aggression measure may have reflected a global evaluation of the experiment and did not require aggression by the subjects. The ""neutral"" film was rated as low-key and boring and may have magnified the impact of the anger manipulation in comparison to the video game and violent film conditions. The issue of the relative importance of video games or violence on TV as precursors of real-life violence is discussed."
anderson2010,10.1007/s10964-006-9151-5,NA,"Digital game playing and direct and indirect aggression in early adolescence: The roles of age, social intelligence, and parent–child communication.",Journal of Youth & Adolescence,2007,NA,"Wallenius, M., Punamaki, R. L., Rimpela, A.","The roles of age, social intelligence and parent-child communication in moderating the association between digital game playing and direct and indirect aggression were examined in 478 Finnish 10- and 13-year-old schoolchildren based on self-reports. The results confirmed that digital game violence was directly associated with direct aggression, especially at age 10, but only among boys. The moderating role of social intelligence was substantiated among older boys: game violence was associated with indirect aggression among those with high level of social intelligence. Further, as hypothesized, digital game playing was associated with direct aggression especially when parent-child communication was poor, but only among boys. Our findings emphasize the importance of individual and situational factors as moderators of the link between game violence and aggression."
